assessment_id,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,legend,subspecies,subpop,dist_comm,island,tax_comm,source,basisofrec,event_year,longitude,latitude
168311611,161326462,Dingana fraterna,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_16513",PreservedSpecimen,2015.0,29.76891518,-25.05395699
168311837,161336484,Erikssonia edgei,1,1,1,Southern African Lepidoptera Conservation Assessment project,2020,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"Excel_Mar17, Silvia E-mail Feb17",,2013.0,28.17535019,-24.67700005
168311935,21757,Thestor strutti,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_11742",PreservedSpecimen,2011.0,19.12752724,-33.44239044
168312041,11544,Lepidochrysops jefferyi,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_11973",PreservedSpecimen,2011.0,31.1119175,-25.74600029
168312151,161328590,Dingana dingana,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"C. Curtis, Dropbox Apr17",HumanObservation,2016.0,29.97361183,-29.09472275
168312437,161277582,Abantis bicolor,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_4601",HumanObservation,2003.0,31.44849968,-28.89819527
168312636,17859,Chrysoritis trimeni,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_16172",PreservedSpecimen,2015.0,16.9683609,-29.28300095
168312744,161321464,Thestor claassensi,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"ASMORTON, AM_LEPI01.FDB_168",PreservedSpecimen,2008.0,21.04947281,-34.32877731
168312862,20972,Stygionympha dicksoni,4,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Possibly Extinct,,,,,,"LepiMAP, ABRI",,1949.0,18.58333397,-33.86666489
168313114,161280225,Metisella meninx,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_3029",PreservedSpecimen,2000.0,27.54454803,-26.02703476
168313276,772,Alaena margaritacea,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_11374",PreservedSpecimen,2010.0,29.92002487,-23.97357178
168313774,11553,Lepidochrysops swanepoeli,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_11975",PreservedSpecimen,2011.0,31.1119175,-25.74600029
168314038,161320521,Orachrysops mijburghi,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_3947",PreservedSpecimen,2003.0,27.96183395,-27.21102715
168314135,161320740,Orachrysops violescens,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"J.Dobson, Dropbox Apr17",PreservedSpecimen,2014.0,30.8221283,-25.00228119
168314233,161327414,Dingana alaedeus,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_14270",PreservedSpecimen,2013.0,30.27130508,-27.29638863
168314343,11545,Lepidochrysops littoralis,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"ASMORTON, AM_LEPI01.FDB_176",HumanObservation,2008.0,20.42691612,-34.45933151
169388931,169388855,Triplophysa hazaraensis,1,1,1,Zoo Outreach Organization (ZOO),2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,71.759,34.659
169389319,169389308,Glyptothorax naziri,1,1,1,Zoo Outreach Organization (ZOO),2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,70.534,33.042
169783326,169783297,Pseudathyma nzoia,1,1,1,"E. Kioko, A. Musyoki, A. Luanga, D. Mwinzi, O. Genga",2022,National Museums of Kenya (NMK),Extant (resident),,,Kakamega forest,,,"Libert et al., 2002",,,34.8362689,0.32843738
169784345,169784342,Abantis meru,1,1,1,"E. Kioko, A. Musyoki, A. Luanga, D. Mwinzi, O. Genga",2022,National Museums of Kenya (NMK),Extant (resident),,,Gatamaiyu,,,ABRI,PreservedSpecimen,1984.0,36.680904,-0.938725
170647198,168627110,Poeciliopsis paucimaculata,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2020 https://doi.org/10.15468/dl.gpjttb, University of Costa Rica 2020",FIELD_OBSERVATION,2000.0,-83.62722,9.27278
170647203,168627060,Poeciliopsis santaelena,1,1,1,"Lyons, T.",2020,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2020 https://doi.org/10.15468/dl.jg5gbp, University of Costa Rica 2020",PRESERVED_SPECIMEN,1998.0,-85.78333282,10.85000038
170686265,197125,Libellago corbeti,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.25,6.26
170686273,197124,Libellago finalis,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.2054,6.2654
170686281,163517,Mortonagrion ceylonicum,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,79.8154,7.4293
170686602,60279,Gomphidia pearsoni,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.2645,7.135
170686766,59730,Heliogomphus lyratus,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.4137,6.9844
170686850,59731,Heliogomphus nietneri,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.6937,7.0522
170686934,163520,Heliogomphus walli,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.1518,6.7265
170687227,60281,Macrogomphus lankanensis,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,79.9452,6.8879
170687369,197103,Megalogomphus ceylonicus,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.1623,6.8378
170687377,60282,Microgomphus wijaya,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.2718,6.1493
170687536,163518,Paragomphus henryi,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.3853,7.2974
170687673,59773,Sinhalestes orientalis,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.455,6.8246
170687827,60280,Hylaeothemis fruhstorferi,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.4124,6.428
170687943,197101,Lyriothemis defonsekai,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.25,6.26
170687951,59778,Tetrathemis yerburii,1,1,1,"Bedjanič, M., Sumanapala, A. & Dow, R.A.",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjani? et al. 2014,PreservedSpecimen,0.0,80.0508,7.065
170688022,59738,Macromia flinti,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.8807,6.6522
170688103,197102,Macromia zeylanica,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.2627,6.5361
170688111,60278,Elattoneura caesia,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.1518,6.7265
170688280,59726,Elattoneura leucostigma,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.7622,6.9738
170688434,163519,Elattoneura oculata,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.0848,6.8407
170688603,197105,Elattoneura tenax,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.3803,6.7983
170705929,59721,Ceylonosticta adami,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.6944,7.3842
170706042,141758289,Ceylonosticta alwisi,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Priyadharshana et al. (2016),PreservedSpecimen,0.0,80.4525,6.8255
170706052,141758366,Ceylonosticta anamia,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.149,6.7647
170706075,59722,Ceylonosticta austeni,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.6742,6.7236
170706201,141759017,Ceylonosticta bine,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.1496,6.7651
170706217,197118,Ceylonosticta digna,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.5934,7.2708
170706231,141759311,Ceylonosticta goodalei,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Priyadharshana et al. (2018),PreservedSpecimen,0.0,80.4573,6.8226
170706259,59723,Ceylonosticta hilaris,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.4823,6.9269
170706492,141760092,Ceylonosticta mirifica,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2016),PreservedSpecimen,0.0,80.6059,6.6968
170706500,141760152,Ceylonosticta mojca,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.1538,6.7541
170706528,59724,Ceylonosticta montana,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.6989,6.7514
170706642,141760305,Ceylonosticta nancyae,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Priyadharshana et al. (2016),PreservedSpecimen,0.0,80.4424,6.8283
170706660,197113,Ceylonosticta nietneri,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.1882,6.7546
170706669,141760565,Ceylonosticta rupasinghe,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Priyadharshana et al. (2016),PreservedSpecimen,0.0,80.4577,6.8224
170706677,59725,Ceylonosticta submontana,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.6288,7.2865
170706794,197110,Ceylonosticta subtropica,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.6358,6.6645
170706804,197109,Ceylonosticta tropica,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.4384,7.0169
170706844,141765151,Ceylonosticta venusta,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2016),PreservedSpecimen,0.0,80.6765,7.0537
170706858,163516,Ceylonosticta walli,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.1663,6.8635
170707001,197108,Platysticta apicalis,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.1496,6.7651
170707009,197107,Platysticta maculata,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.4823,6.9269
171198896,171188879,Sicydium adelum,1,1,1,"Lyons, T.",2020,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2020 https://doi.org/10.15468/dl.b7sep5, University of Costa Rica 2020",PRESERVED_SPECIMEN,0.0,-83.03670118,9.72570063
171198901,171188889,Sicydium altum,1,1,1,"Lyons, T.",2020,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2020 https://doi.org/10.15468/dl.nbr0ur, University of Costa Rica 2020",PRESERVED_SPECIMEN,0.0,-83.680715,9.906384
173138419,173138413,Hypselobarbus bicolor,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Chara, Sita River",,,Knight et al. (2016),HumanObservation,2013.0,74.98,13.473
173143637,173143499,Mesonoemacheilus tambaraparniensis,1,1,1,"Sidharthan, A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Courtalum, Tambaraparni drainage",,,Menon (1987) ,HumanObservation,0.0,77.269,8.929
173252372,173252358,Pangio bhujia,1,1,1,"Sidharthan, A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Cherinjal, Kozhikode district, Kerala, India,",,,Anoop et al (2019),HumanObservation,2019.0,75.868611,11.295
173255844,64556013,Haludaria pradhani,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Aravelem Water fall, Goa",,,Tilak (1973),HumanObservation,1966.0,74.026753,15.550194
173256165,173256154,Laubuka latens,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Cauvery River at Gandehosahalli, Karnataka",,,Knight (2015),HumanObservation,2013.0,76.7903,12.3796
173256236,173256223,Laubuka trevori,1,1,1,"Dahanukar, N.",2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Kabini River, Pookode, Kerala",,,Thampy et al. (2021),HumanObservation,0.0,76.025,11.532
173256534,173256527,Oreichthys incognito,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Kunthipuzha, upstream of Mannarkkad, Kerala State",,,Knight and Kumar (2015),,2011.0,76.451694,11.003028
173256737,173256730,Pethia longicauda,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Gavase-Ajara, Hiranyakeshi River",,,Katwate et al. (2014),HumanObservation,2013.0,74.091,16.068
173256841,173256824,Pethia lutea,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Bhira, Kundalika River",,,Katwate et al. (2014),HumanObservation,2012.0,73.267,18.441
173256946,173256935,Pethia sahit,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Gavase-Ajara, Hiranyakeshi River",,,Katwate et al. (2018),HumanObservation,2013.0,74.091,16.068
173257019,173256981,Pethia sanjaymoluri,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Maharashtra, Nira river near Bhor",,,Gorule et al. (2019),HumanObservation,0.0,73.8414,18.1535
173257060,173257027,Pethia striata,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Karnataka, Chikmagalur District, Tunga River basin, Balipehalla, Mudba stream",,,Atkore et al. (2015),,2011.0,75.12568,13.30063
173258147,64808299,Schistura bhimachari,1,1,1,"Sidharthan, A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Thunga River at Shimoga, Karnataka, southern India",,,Hora (1937),HumanObservation,1935.0,75.57788,13.921469
173365264,200030437,Anisogomphus ceylonicus,4,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Possibly Extinct,,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.4542,6.9915
173420098,173420089,Chela macrolepis,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Tamil Nadu, Chembarampakkam Lake",,,Knight and Devi (2014),HumanObservation,2009.0,80.084167,13.003056
